rand_lat,rand_lng,closest_city,country,Temp,Humidity,Date,Wind Speed,Cloudiness
89.25147477408385,-57.8101821882199,narsaq,gl,44.6,94.0,06/17/2018,9.17,75.0
59.77136038046061,-157.84755469970793,bethel,us,50.0,93.0,06/17/2018,11.41,90.0
-40.55417350448353,-49.65652471455522,rocha,uy,47.22,74.0,06/17/2018,5.73,0.0
55.1860676822393,-111.54691368271472,bonnyville,ca,75.2,31.0,06/17/2018,9.17,40.0
43.62701618948634,143.13386653199677,otofuke,jp,48.12,100.0,06/17/2018,2.59,92.0
-3.183413182682173,-87.8966292091227,san cristobal,ec,57.2,67.0,06/17/2018,21.92,75.0
58.060217807941484,79.73299870314861,kedrovyy,ru,51.8,100.0,06/17/2018,5.5,8.0
-2.793454206676401,102.18133853959705,curup,id,70.08,95.0,06/17/2018,2.04,80.0
0.7429576797922977,7.590911774558094,port-gentil,ga,78.8,83.0,06/17/2018,9.17,75.0
33.48948271835705,22.10480421747502,darnah,ly,74.31,100.0,06/17/2018,16.46,0.0
60.94436423896411,148.3299628997035,ust-omchug,ru,50.37,65.0,06/17/2018,3.49,36.0
8.688197204012866,-35.458949017191316,itarema,br,80.34,73.0,06/17/2018,15.01,56.0
-38.56618530406219,123.64416384603282,esperance,au,78.8,88.0,06/17/2018,6.93,20.0
51.72109765847355,72.43579155071697,ereymentau,kz,55.14,98.0,06/17/2018,3.04,92.0
58.098154384043994,-137.24527576168293,sitka,us,81.15,91.0,06/17/2018,13.56,44.0
-37.10072541800175,-61.590230140833725,olavarria,ar,50.01,66.0,06/17/2018,8.63,0.0
49.826952458959084,73.96767306900409,aktau,kz,73.4,33.0,06/17/2018,17.9,0.0
21.82857527627847,-80.32262646132452,cienfuegos,cu,89.6,59.0,06/17/2018,8.05,75.0
24.22580451006158,89.18830060254282,ishurdi,bd,76.65,94.0,06/17/2018,3.04,12.0
66.39948006584643,2.707830849212627,raudeberg,no,57.2,82.0,06/17/2018,9.17,76.0
13.785925398733042,150.6372688612816,lorengau,pg,81.15,100.0,06/17/2018,5.39,32.0
-64.85686980187619,-104.45470229602347,punta arenas,cl,39.2,80.0,06/17/2018,8.05,0.0
-58.983256121372946,77.97859733341755,souillac,mu,62.6,72.0,06/17/2018,3.36,0.0
51.96425458138157,88.49691241404662,tashtagol,ru,61.08,55.0,06/17/2018,4.94,12.0
-21.92891128117722,170.46874491848513,tadine,nc,73.77,100.0,06/17/2018,9.42,88.0
38.044703916787086,-33.99109702890465,ribeira grande,pt,75.2,73.0,06/17/2018,1.12,20.0
59.71576544932162,49.402317086466894,letka,ru,68.0,94.0,06/17/2018,3.36,20.0
52.73339098587192,-118.39625057101307,jasper,ca,95.0,53.0,06/17/2018,3.38,20.0
-4.709728707269605,87.38580468925625,meulaboh,id,75.39,100.0,06/17/2018,2.15,92.0
-32.91159128423259,87.50514596683308,carnarvon,au,46.41,48.0,06/17/2018,9.64,12.0
26.414433991426023,117.15628281777123,yongan,cn,52.89,94.0,06/17/2018,3.15,8.0
8.835609905405988,75.88210719816263,kayankulam,in,78.36,100.0,06/17/2018,9.98,88.0
4.76792481992068,-19.677328563028425,goderich,sl,86.01,58.0,06/17/2018,15.79,20.0
12.145222276330472,1.4169897694546023,diapaga,bf,81.69,74.0,06/17/2018,9.42,0.0
65.12975512343507,-60.56303486258881,pangnirtung,ca,37.4,93.0,06/17/2018,13.87,40.0
-48.38689852518492,-66.04328076811065,comodoro rivadavia,ar,59.0,54.0,06/17/2018,18.34,0.0
